pos_prob_mean;retorno_log_merval;retorno_log_dolar;prediccion
0.033689078608793874;-0.026037204757324517;0.0;
0.005751056130975485;;;
0.0071715377271175385;;;
0.19653998066011505;;0.0;0.0
0.2811111927963793;-0.04177970542320075;-0.0390021578032691;0.0
0.1268766615325692;-0.04387512680070316;0.0;1.0
0.09879491369419989;0.06458339422686699;0.06595796779179786;1.0
0.13586771980829773;0.056512456813214484;0.010582109330536937;
0.04887692257761955;;;
0.08062034304020926;;;0.0
0.1057453934683989;-0.03594327584420931;-0.03753791931906569;0.0
0.10850409639533609;-0.0038506355189031893;0.0;0.0
0.10606163769791072;-0.00815589569518771;0.04800921918636103;0.0
0.1563839605258463;-0.04398747511267587;-0.026386755173194665;1.0
0.13191177395742332;0.06865520737760455;0.0;
0.05300502999733876;;;
0.14064185959014952;;;
0.19146101158490875;;;1.0
0.0875117274965563;0.20574623876222375;0.12547765781742548;1.0
0.0987723312151342;0.056633527538359374;0.00938974034983886;1.0
0.10842518402572512;0.046997798691624126;-0.03325722175648238;1.0
0.10295171549828523;0.0430085709105672;-0.049515064527380304;
0.07542853125379281;;;
0.09277004882044691;;;0.0
0.0641348381905118;-0.08400497964377962;-0.005089069507471677;0.0
0.31198845027635497;-0.08693325769280413;-0.04700604237592998;1.0
0.061673700811557604;0.02168780814147908;-0.021622464013166365;1.0
0.061673700811557604;0.02870557018137987;-0.022100347000665543;1.0
0.06541205570101738;0.06747182865618129;0.05436120921888765;
0.05692712937889155;;;
0.018968982622027397;;;0.0
0.0482809953391552;-0.02889648365616715;-0.02681125745065671;1.0
0.1234852597117424;0.04610172122342604;-0.02197890671877545;1.0
0.02443789690732956;0.010374455607438549;0.04879016416943216;1.0
0.10771211885730736;0.05155765236667875;0.036367644170874236;
0.020586536119713686;;;
0.023428142070770264;;;
0.15555934385660278;;;1.0
0.06886525509513117;0.03648067759390905;0.010152371464018373;1.0
0.0613899295128984;0.03342192298346269;0.06831924397747713;0.0
0.1666611460968852;-0.0064941678623284815;-0.004728141195945668;0.0
0.11704718921277107;-0.013835398648263109;-0.07885857491231985;0.0
0.06122646249387777;-0.06689298929237708;-0.020726130517116914;
0.09309707888725983;;;
0.07365832872446157;;;0.0
0.08686724719194364;-0.004093026955969137;0.015584731016698328;0.0
0.08028102364774133;-0.008076988350596892;0.005141399500418586;1.0
0.07142754545804628;0.005942105566360212;0.005115100666770012;1.0
0.11893619988655575;0.024687548460928355;-0.005115100666770012;1.0
0.15856850114922857;0.005889902602625341;0.010204170174241689;
0.19345107632007721;;;
0.14706351422402705;;;
0.10772966570220888;;;0.0
0.004377590958029032;-0.03798159479170948;0.0;0.0
0.08984726810106827;-0.0449693004901448;0.005063301956546695;1.0
0.09019720184255335;0.03499999067522097;0.0;1.0
0.21890015331242818;0.0279627832256768;0.024938948347251966;
0.24390451667364688;;;
0.24390451667364688;;;
0.24390451667364688;;;1.0
0.24390451667364688;0.0007698411883954037;-0.01990115431729489;1.0
0.03170430830990275;0.044143485862287335;0.0;1.0
0.20816643461585044;0.032754260468712104;0.014962872676711925;1.0
0.12204411067068577;0.049123274721383225;0.004938281640582964;
0.12204411067068577;;;
